name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication_status,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
CoRoT-11 b,Confirmed,2.33,0.27,0.27,,,,1.43,0.033,0.033,2.994325,2.1e-05,2.1e-05,0.04351,0.00036,0.00036,0.0,,,81.41,0.17,0.17,7.8e-05,2010,2014-08-17,,,,,,,,,,2454597.679688,0.0003,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Transit,,,,,CoRoT-11,280.6875,5.9377778,12.94,,,,,560.0,30.0,30.0,0.04,0.03,0.03,1.27,0.05,0.05,1.36,0.13,0.13,F6V,2.0,1.0,1.0,6343.0,72.0,72.0,,,
CoRoT-12 b,Confirmed,0.917,0.065,0.07,,,,1.44,0.13,0.13,2.828042,1.3e-05,1.3e-05,0.04016,0.00092,0.00092,0.07,0.042,0.042,85.48,0.77,0.77,3.5e-05,2010,2014-08-16,105.0,27.0,27.0,,,,,,,2454398.62707,0.00036,0.00036,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Transit,,,,,CoRoT-12,100.7666667,-1.2963889,15.52,,,,,1150.0,85.0,85.0,0.16,0.1,0.1,1.078,0.072,0.072,1.116,0.092,0.092,G2V,6.3,3.1,3.1,5675.0,80.0,80.0,,,
CoRoT-13 b,Confirmed,1.308,0.066,0.066,,,,0.885,0.014,0.014,4.03519,3e-05,3e-05,0.051,0.0031,0.0031,0.0,,,88.02,0.036,0.036,3.9e-05,2010,2014-08-16,,,,,,,,,,2454790.8091,0.0006,0.0006,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Transit,,,,,CoRoT-13,102.7208333,-5.0863889,15.04,,,,,1310.0,100.0,100.0,0.01,0.07,0.07,1.09,0.02,0.02,1.01,0.03,0.03,G0V,1.64,1.52,1.52,5945.0,90.0,90.0,,,
CoRoT-14 b,Confirmed,7.6,0.6,0.6,,,,1.09,0.07,0.07,1.51214,0.00013,0.00013,0.027,0.002,0.002,0.0,,,79.6,0.8,0.8,2e-05,2010,2014-01-24,,,,2454787.6702,,,,,,2454787.6694,0.0053,0.0053,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Transit,,,,,CoRoT-14,103.425,-5.5361111,16.03,,,,,1340.0,110.0,110.0,0.05,0.15,0.15,1.13,0.09,0.09,1.21,0.08,0.08,F9V,4.2,3.8,3.8,6035.0,100.0,100.0,,,
CoRoT-16 b,Confirmed,0.535,0.085,0.085,,,,1.17,0.14,0.14,5.35227,0.0002,0.0002,0.0618,0.0015,0.0015,0.33,0.1,0.1,85.01,1.2,1.2,7.4e-05,2010,2014-01-24,168.41,21.0,21.0,,,,,,,2454923.9138,0.0022,0.0022,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Transit,,,,,CoRoT-16,278.525,-6.0025,15.64,,,,,840.0,90.0,90.0,0.19,0.06,0.06,1.098,0.078,0.078,1.19,0.14,0.14,G5V,6.73,2.8,2.8,5650.0,100.0,100.0,,,
CoRoT-17 b,Confirmed,2.43,0.16,0.16,,,,1.02,0.07,0.07,3.768125,0.000257,0.000257,0.0461,0.0008,0.0008,0.0,,,88.34,1.54,1.54,5e-05,2010,2014-01-24,,,,,,,,,,2454923.3093,0.003613,0.003613,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Transit,,,,,CoRoT-17,278.6958333,-6.6122222,15.46,,,,,920.0,50.0,50.0,0.0,0.1,0.1,1.04,0.1,0.1,1.59,0.07,0.07,G2V,10.7,1.0,1.0,5740.0,80.0,80.0,,,
CoRoT-18 b,Confirmed,3.47,0.38,0.38,,,,1.31,0.18,0.18,1.9000693,2.8e-06,2.8e-06,0.0295,0.0016,0.0016,0.08,inf,nan,86.5,0.9,0.9,3.4e-05,2011,2014-01-24,,,,,,,,,,2455321.72412,0.00018,0.00018,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Transit,,,,,CoRoT-18,98.170833347,0.031388901,14.99,,,,,870.0,90.0,90.0,-0.1,0.1,0.1,0.95,0.15,0.15,1.0,0.13,0.13,G9V,,,,5440.0,100.0,100.0,,,
CoRoT-19 b,Confirmed,1.11,0.06,0.06,,,,1.29,0.05,0.05,3.89713,2e-05,2e-05,0.0518,0.0008,0.0008,0.047,0.045,0.045,87.61,0.37,0.37,6.5e-05,2011,2014-01-24,86.0,60.0,60.0,,,,,,,2455257.44102,0.0006,0.0006,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Transit,,,,,CoRoT-19,97.033333336,0.170555562,14.78,,,,,800.0,200.0,200.0,-0.02,0.1,0.1,1.21,0.06,0.06,1.65,0.04,0.04,F9V,5.0,1.0,1.0,6090.0,70.0,70.0,,,
CoRoT-2 b,Confirmed,3.31,0.16,0.16,,,,1.465,0.029,0.029,1.7429964,1.7e-06,1.7e-06,0.0281,0.0009,0.0009,0.0,,,87.84,0.1,0.1,9.4e-05,2007,2014-01-25,,,,,,,,,,2454706.4041,0.003,0.003,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Transit,,,,,CoRoT-2,291.7791667,1.3838889,12.57,,,,,300.0,100.0,100.0,-0.04,0.08,0.08,0.97,0.06,0.06,0.902,0.018,0.018,G7V,,,,5575.0,66.0,66.0,,,
CoRoT-20 b,Confirmed,4.24,0.23,0.23,,,,0.84,0.04,0.04,9.24285,0.0,0.0,0.0902,0.0021,0.0021,0.562,0.013,0.013,88.21,0.53,0.53,7.3e-05,2011,2014-07-10,56.3,2.4,2.4,,,,,,,2455266.0001,0.0014,0.0014,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Transit,,,,,CoRoT-20,97.730434,0.22692,14.66,,,,,1230.0,120.0,120.0,0.14,0.12,0.12,1.14,0.08,0.08,0.92,,,G2V,0.1,0.04,0.04,5880.0,90.0,90.0,,,
CoRoT-22 b,Confirmed,0.0383853003178,0.0276877576062675,0.0440487052826983,,,,0.435365216104,0.0347935316148303,0.0151664112167209,9.75598,0.00011,0.00011,0.092,0.0014,0.0014,0.077,0.042,0.3,89.749,0.9,0.032,0.000149,2011,2014-08-28,210.0,30.0,70.0,,,,,,,2454598.42014,0.00051,0.00099,,,,,,,,,,,,,,,,885.0,,,,,,,,,Announced on a professional conference,Transit,,,,,CoRoT-22,280.66666668,6.225000011,11.93,,,,,592.0,42.0,25.0,0.17,0.12,0.07,1.099,0.049,0.049,1.136,0.09,0.038,G0IV,3.3,2.0,2.0,5939.0,120.0,54.0,,,
CoRoT-23 b,Confirmed,2.8,0.25,0.25,,,,1.08,0.13,0.13,3.6314,0.0001,0.0001,0.0477,0.0038,0.0038,0.16,0.017,0.017,85.7,1.5,1.5,8e-05,2011,2014-01-26,51.8,9.0,9.0,,,,,,,2455308.93732,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Transit,,,,,CoRoT-23,279.782615,4.3578,15.63,,,,,600.0,50.0,50.0,0.05,0.1,0.1,1.14,0.08,0.08,1.61,0.18,0.18,G0V,7.2,1.0,1.0,5900.0,100.0,100.0,,,
CoRoT-24 b,Confirmed,0.018,inf,nan,,,,0.33,0.04,0.04,5.1134,0.0006,0.0006,0.056,0.002,0.002,0.0,,,86.5,2.0,2.0,9.3e-05,2011,2014-07-08,,,,,,,,,,2454789.611,0.006,0.006,,,,,,,,,,,,,,,,1070.0,,,,,,,,,Submitted to a professional journal,Transit,,,,,CoRoT-24,101.925000014,-3.719444461,,14.3,,,,600.0,70.0,70.0,0.3,0.25,0.25,0.91,0.09,0.09,0.86,0.09,0.09,K1V,11.0,,,4950.0,150.0,150.0,,,
CoRoT-24 c,Confirmed,0.088,0.035,0.035,,,,0.44,0.04,0.04,11.759,0.0063,0.0063,0.098,0.003,0.003,0.0,,,89.0,1.0,1.6,0.000163,2011,2014-07-08,,,,,,,,,,2454795.3803,0.0265,0.0265,,,,,,,,,,,,,,,,850.0,,,,,,,,,Submitted to a professional journal,Transit,,,,,CoRoT-24,101.925000014,-3.719444461,,14.3,,,,600.0,70.0,70.0,0.3,0.25,0.25,0.91,0.09,0.09,0.86,0.09,0.09,K1V,11.0,,,4950.0,150.0,150.0,,,
CoRoT-3 b,Confirmed,21.77,1.0,1.0,,,,1.01,0.07,0.07,4.2567994,5e-06,5e-06,0.057,0.003,0.003,0.0,,,85.9,0.8,0.8,8.4e-05,2008,2013-07-08,,,,,,,,,,2454283.1383,0.0003,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Transit,,,,,CoRoT-3,292.0541667,0.1219444,13.3,,,,,680.0,160.0,160.0,0.14,0.04,0.04,1.41,0.08,0.08,1.44,0.08,0.08,F3V,2.0,0.4,0.4,6558.0,44.0,44.0,,,
CoRoT-5 b,Confirmed,0.467,0.024,0.047,,,,1.33,0.047,0.047,4.0378962,1.9e-06,1.9e-06,0.04947,0.00029,0.00029,0.09,0.04,0.04,85.83,1.38,1.38,0.000124,2008,2014-05-22,231.7,48.0,48.0,,,,,,,2454400.19885,0.0002,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Transit,,,,,CoRoT-5,101.2791667,0.8152778,14.0,,,,,400.0,0.0,0.0,-0.25,0.06,0.06,1.0,0.02,0.02,1.186,0.04,0.04,F9V,6.9,1.4,1.4,6100.0,65.0,65.0,,,
CoRoT-7 b,Confirmed,0.0149,0.003,0.003,,,,0.136,,,0.853585,2.4e-05,2.4e-05,0.0172,0.00029,0.00029,0.12,0.07,0.07,80.1,0.3,0.3,0.000115,2009,2017-06-11,,,,,,,,,,2454398.0767,0.0015,0.0015,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Transit,,,,,CoRoT-7,100.9541667,-1.0627778,11.7,,,,,150.0,20.0,20.0,0.03,0.07,0.07,0.93,0.03,0.03,0.87,0.04,0.04,K0V,1.5,0.3,0.3,5313.0,73.0,73.0,,,
CoRoT-7 c,Confirmed,0.04266,0.0034,0.0034,0.0264,0.0028,0.0028,,,,3.698,0.003,0.003,0.046,,,0.12,0.06,0.06,,,,0.000307,2009,2017-06-11,,,,2454445.0,0.7,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,CoRoT-7,100.9541667,-1.0627778,11.7,,,,,150.0,20.0,20.0,0.03,0.07,0.07,0.93,0.03,0.03,0.87,0.04,0.04,K0V,1.5,0.3,0.3,5313.0,73.0,73.0,,,
CoRoT-8 b,Confirmed,0.215838655885,0.0339804297895101,0.0339804297895101,,,,0.569186491545,0.0196271203981094,0.0196271203981094,6.21229,3e-05,3e-05,0.063,0.001,0.001,0.0,,,88.4,0.1,0.1,0.000166,2010,2014-08-16,,,,,,,,,,2454238.9743,0.0004,0.0004,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Transit,,,,,CoRoT-8,291.5875,1.4266667,14.8,,,,,380.0,100.0,100.0,0.3,0.1,0.1,0.88,0.04,0.04,0.77,0.02,0.02,K1V,3.0,inf,nan,5080.0,80.0,80.0,,,
CoRoT-9 b,Confirmed,0.84,0.07,0.07,,,,0.94,0.04,0.04,95.273804,0.0014,0.0014,0.407,0.005,0.005,0.133,0.037,0.042,89.9,nan,inf,0.000885,2010,2017-07-08,37.0,37.0,37.0,,,,,,,2454603.3447,0.0001,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Transit,,,,,CoRoT-9,280.7875,6.2041667,13.7,,,,,460.0,,,-0.01,0.006,0.006,0.99,0.04,0.04,0.94,0.04,0.04,G3V,4.0,3.0,3.0,5625.0,80.0,80.0,,,
Fomalhaut b,Confirmed,3.0,3.0,0.0,,,,,,,320000.0,,,115.0,,,0.11,0.0,0.0,,,,14.92731,2008,2014-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Imaging,,,,,Fomalhaut,344.4125,-29.6222222,1.16,,,,,7.704,0.028,0.028,,,,1.92,0.02,0.02,1.842,0.019,0.019,A3 V,0.44,0.04,0.04,8590.0,73.0,73.0,Imaging,,HD 216956
GJ 1214 b,Confirmed,0.0203253311519,0.00311487273070509,0.00311487273070509,,,,0.238201870286,1.07057020353324,1.07057020353324,1.58040482,1.8e-07,1.8e-07,0.01411,0.00032,0.00032,0.27,0.27,0.0,88.17,0.54,0.54,0.001077,2009,2014-05-21,,,,,,,,,,2455391.65402,2.8e-05,2.8e-05,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Transit,,,,,GJ 1214,258.8291667,4.9638889,14.71,,,,,13.0,,,0.39,0.15,0.15,0.15,0.011,0.011,0.216,0.012,0.012,M,6.0,3.0,3.0,3026.0,150.0,150.0,,,
GJ 176 b,Confirmed,0.0265,,,0.0265,,,,,,8.7836,0.0054,0.0054,0.066,,,0.0,0.0,0.0,,,,0.007006,2007,2010-12-17,,,,,,,,,,,,,,,,,,,,,,2454399.79,0.33,0.33,,,,,,,,,,,,,Submitted to a professional journal,Velocity,,,,,GJ 176,70.7333333,18.9580556,9.97,,6.462,5.824,5.607,9.42,0.22,0.22,-0.1,0.2,0.2,0.49,0.014,0.014,0.53,,,M2.5V,,,,,,,,,
GJ 179 b,Confirmed,0.82,0.07,0.07,0.82,0.07,0.07,,,,2288.0,59.0,59.0,2.41,0.04,0.04,0.21,0.08,0.08,,,,0.195935,2010,2016-02-23,153.0,24.0,24.0,2455140.0,104.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,GJ 179,73.025,6.4766667,11.96,,,,,12.3,0.6,0.6,0.3,0.1,0.1,0.357,0.03,0.03,0.38,0.02,0.02,M3.5,,,,3370.0,100.0,100.0,,,
GJ 317 b,Confirmed,2.56,0.411,0.683,1.81,0.05,0.05,,,,692.0,2.0,2.0,1.148,,,0.11,0.05,0.05,45.0,10.0,10.0,0.076159,2007,2015-08-01,340.0,10.0,10.0,2451656.7,35.0,35.0,,,,,,,,,,,,,,,,,,,73.5,2.0,2.0,,,,,,,,,,Submitted to a professional journal,Velocity,Velocity,,,,GJ 317,130.2458333,-23.4563889,12.0,,6.41,5.9,5.59,15.1,0.22,0.22,0.36,0.2,0.2,0.42,0.05,0.05,,,,M3.5,,,,3510.0,50.0,50.0,,,
GJ 317 c,Confirmed,2.0,0.0,0.0,2.0,0.0,0.0,,,,7300.0,nan,inf,30.0,20.0,10.0,0.81,0.2,0.2,,,,1.986755,2007,2015-10-16,210.0,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,Published in a refereed paper,Velocity,Velocity,,,,GJ 317,130.2458333,-23.4563889,12.0,,6.41,5.9,5.59,15.1,0.22,0.22,0.36,0.2,0.2,0.42,0.05,0.05,,,,M3.5,,,,3510.0,50.0,50.0,,,
GJ 3634 b,Confirmed,0.026,0.007,0.019,0.022,0.0035,0.0035,,,,2.64561,0.00066,0.00066,0.0287,0.0011,0.0011,0.08,0.057,0.057,59.0,24.0,24.0,0.001449,2011,2012-09-10,84.0,130.0,130.0,2454917.04,0.53,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,GJ 3634,164.6458333,-31.1441667,11.95,,,,,19.8,0.6,0.6,,,,0.45,0.05,0.05,0.43,0.03,0.03,M2.5,,,,,,,,,
GJ 433 b,Confirmed,0.01667,0.00597,0.00629,0.01667,0.00597,0.00629,,,,7.3697,0.0036,0.0034,0.06,0.008,0.004,0.05,0.05,0.16,,,,0.006416,2009,2014-05-25,309.39,,,2454287.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a professional conference,Velocity,,,,,GJ 433,173.8625,-32.54,9.79,,,,,9.04,0.15,0.15,-0.22,,,0.48,,,,,,M1.5,,,,3600.0,,,,,
GJ 433 c,Confirmed,0.14,,,0.14,,,,,,3693.0,253.0,253.0,3.6,,,0.17,0.09,0.09,,,,0.39823,2012,2014-05-25,206.0,36.0,36.0,2456740.0,462.0,462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Velocity,,,,,GJ 433,173.8625,-32.54,9.79,,,,,9.04,0.15,0.15,-0.22,,,0.48,,,,,,M1.5,,,,3600.0,,,,,
GJ 581 b,Confirmed,0.05,,,0.05,,,,,,5.36865,9e-05,9e-05,0.041,,,0.031,0.014,0.014,,,,0.006602,2005,2016-02-23,251.0,26.0,26.0,2454753.95,0.39,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Velocity,,,,,GJ 581,229.8583333,-7.7222222,10.55,,,,,6.21,0.1,0.1,-0.135,,,0.31,0.02,0.02,0.3,0.01,0.01,M2.5V,8.0,1.0,1.0,3498.0,56.0,56.0,Imaging,,GJ 581
GJ 581 c,Confirmed,0.017,,,0.017,,,,,,12.9182,0.0022,0.0022,0.073,,,0.07,0.06,0.06,,,,0.011755,2007,2016-02-23,235.0,44.0,44.0,2454763.0,1.6,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,GJ 581,229.8583333,-7.7222222,10.55,,,,,6.21,0.1,0.1,-0.135,,,0.31,0.02,0.02,0.3,0.01,0.01,M2.5V,8.0,1.0,1.0,3498.0,56.0,56.0,Imaging,,GJ 581
GJ 581 e,Confirmed,0.0061,,,0.0061,,,,,,3.14945,0.00017,0.00017,0.028,,,0.32,0.09,0.09,,,,0.004509,2009,2016-02-23,236.0,17.0,17.0,2454750.31,0.13,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Velocity,,,,,GJ 581,229.8583333,-7.7222222,10.55,,,,,6.21,0.1,0.1,-0.135,,,0.31,0.02,0.02,0.3,0.01,0.01,M2.5V,8.0,1.0,1.0,3498.0,56.0,56.0,Imaging,,GJ 581
GJ 649 b,Confirmed,0.328,0.032,0.032,0.328,0.032,0.032,,,,598.3,4.2,4.2,1.135,0.035,0.035,0.3,0.08,0.08,,,,0.109768,2009,2016-02-23,352.0,15.0,15.0,12876.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,GJ 649,254.5375,25.7441667,9.7,,,,,10.34,0.15,0.15,0.08,0.06,0.06,0.54,0.05,0.05,,,,M1.5,,,,3700.0,60.0,60.0,,,
GJ 667 C b,Confirmed,0.0176,0.0041,0.0044,0.0176,0.0041,0.0044,,,,7.2004,0.0017,0.0017,0.0505,0.0053,0.0044,0.13,0.11,0.1,,,,0.007368,2009,2016-02-23,5.7,360.0,360.0,2454443.1,0.6,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Velocity,,,,,GJ 667 C,259.7375,-34.9897222,10.22,,,,,6.84,0.4,0.4,-0.55,,,0.33,,,,,,M1.5V,2.0,nan,inf,3600.0,,,,,
GJ 667 C c,Confirmed,0.012,0.0038,0.0047,0.012,0.0038,0.0047,,,,28.14,0.03,0.03,0.125,0.013,0.012,0.02,0.02,0.15,,,,0.018289,2011,2016-10-08,292.0,360.0,360.0,2454462.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Velocity,,,,,GJ 667 C,259.7375,-34.9897222,10.22,,,,,6.84,0.4,0.4,-0.55,,,0.33,,,,,,M1.5V,2.0,nan,inf,3600.0,,,,,
GJ 667 C d,Confirmed,0.01604,0.00535,0.00566,0.01604,0.00535,0.00566,,,,91.61,0.89,0.81,0.276,0.03,0.024,0.03,0.03,0.2,,,,0.044371,2012,2016-02-23,40.11,360.0,360.0,2454499.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,GJ 667 C,259.7375,-34.9897222,10.22,,,,,6.84,0.4,0.4,-0.55,,,0.33,,,,,,M1.5V,2.0,nan,inf,3600.0,,,,,
GJ 674 b,Confirmed,0.04,,,0.04,,,1.13,,,4.6944,0.00182591,0.00182591,0.039,,,0.07,0.0766,0.07,,,,0.00859,2007,2015-02-27,0.5,71.2,71.2,2453823.784,,,,,,,,,,,,,,,,,,,,,9.46,1.09,1.09,,,,,,,,,,Submitted to a professional journal,Velocity,Velocity,Theoretical,,,GJ 674,262.1666667,-46.8952778,9.38,,,,,4.54,0.03,0.03,-0.28,,,0.35,,,,,,M2.5,0.55,0.45,0.45,3600.0,100.0,100.0,,,
GJ 785 b,Confirmed,0.0532,0.003,0.003,0.0532,0.003,0.003,,,,74.72,0.1,0.1,0.32,0.005,0.005,0.13,0.04,0.04,,,,0.035911,2010,2016-02-23,173.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,3.0,0.12,0.12,355.0,,,,,,,,,Submitted to a professional journal,Velocity,Velocity,,HD 192310 b,,GJ 785,303.8208333,-27.0330556,6.13,,,,,8.911,0.024,0.024,0.08,0.03,0.03,0.78,0.02,0.02,0.68,0.02,0.02,K1V,,,,5144.0,50.0,50.0,IR Excess,,
GJ 785 c,Confirmed,0.076,0.02,0.02,0.076,0.02,0.02,,,,525.8,9.2,9.2,1.18,0.025,0.025,0.32,0.11,0.11,,,,0.133787,2011,2016-02-24,110.0,21.0,21.0,2455151.02575,,,,,,,,,,,,,,,,,,,,,2.27,0.28,0.28,185.0,,,,,,,,,Published in a refereed paper,Velocity,Velocity,,HD 192310 c,,GJ 785,303.8208333,-27.0330556,6.13,,,,,8.911,0.024,0.024,0.08,0.03,0.03,0.78,0.02,0.02,0.68,0.02,0.02,K1V,,,,5144.0,50.0,50.0,IR Excess,,
GJ 832 b,Confirmed,0.689047604065,0.160463140672687,0.160463140672687,0.689047604065,0.160463140672687,0.160463140672687,,,,3416.0,131.0,131.0,3.6,0.36,0.36,0.08,0.08,0.08,,,,0.688259,2008,2014-08-29,246.0,58.0,100.0,2451211.0,353.0,353.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Velocity,,,,,GJ 832,323.3916667,-49.0088889,8.67,,,,,4.94,0.025,0.025,-0.31,0.2,0.2,0.45,0.05,0.05,,,,,,,,,,,,,
GJ 849 b,Confirmed,0.9,0.05,0.05,0.9,0.05,0.05,,,,1914.0,26.0,26.0,2.35,,,0.012,,,,,,0.267045,2006,2014-08-22,351.0,60.0,60.0,11462.0,550.0,550.0,,,,2440537.34,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Velocity,,,,,GJ 849,332.4167,-4.6408,10.37,,,,,9.1,0.2,0.2,0.22,,,0.49,,,0.52,0.07,0.07,M3.5V,,,,,,,,,
GJ 86 A b,Confirmed,4.01,,,4.01,,,,,,15.766,0.04,0.04,0.11,,,0.046,0.004,0.004,,,,0.010092,2000,2016-02-23,266.0,,,2451146.7,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,GJ 86,32.6080593836,-50.8237272164,6.17,,,,,10.9,,,-0.24,,,0.8,,,0.855,0.005,0.005,K1V,2.03,,,5350.0,,,,,
GJ 876 b,Confirmed,1.938,0.01361,0.0355,1.927,0.003,0.003,,,,61.03,3.81,3.81,0.208317,2e-05,2e-05,0.0,0.001,0.001,84.0,6.0,6.0,0.044323,2000,2016-02-23,116.7,1.1,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,GJ 876,343.3041667,-14.2536111,10.17,,,,,4.7,0.01,0.01,0.05,0.2,0.2,0.334,0.03,0.03,0.36,,,M4 V,2.5,2.4,2.4,3350.0,300.0,300.0,,,
GJ 876 c,Confirmed,0.856,0.0289,0.0319,0.637,0.002,0.002,,,,30.23,0.19,0.19,0.12959,2.4e-05,2.4e-05,0.002,0.001,0.001,48.07,2.06,2.06,0.027572,2000,2016-02-23,225.2,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,GJ 876,343.3041667,-14.2536111,10.17,,,,,4.7,0.01,0.01,0.05,0.2,0.2,0.334,0.03,0.03,0.36,,,M4 V,2.5,2.4,2.4,3350.0,300.0,300.0,,,
GJ 876 d,Confirmed,0.022,0.0013,0.0013,0.017,0.001,0.001,,,,1.94,0.01,0.01,0.02080665,1.5e-07,1.5e-07,0.081,0.04,0.04,50.0,,,0.004427,2005,2016-02-23,157.4,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,GJ 876,343.3041667,-14.2536111,10.17,,,,,4.7,0.01,0.01,0.05,0.2,0.2,0.334,0.03,0.03,0.36,,,M4 V,2.5,2.4,2.4,3350.0,300.0,300.0,,,
GJ 876 e,Confirmed,0.045,0.0012,0.0012,0.039,0.001,0.001,,,,124.69,90.04,90.04,0.3343,0.0013,0.0013,0.073,0.048,0.048,59.5,,,0.071128,2010,2016-02-23,360.0,15.8,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,GJ 876,343.3041667,-14.2536111,10.17,,,,,4.7,0.01,0.01,0.05,0.2,0.2,0.334,0.03,0.03,0.36,,,M4 V,2.5,2.4,2.4,3350.0,300.0,300.0,,,
GQ Lup b,Confirmed,21.5,20.5,20.5,,,,1.8,,,,,,103.0,37.0,37.0,,,,,,,0.735714,2005,2010-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Imaging,,,,,GQ Lup,237.3,-35.6508333,11.4,,,,,140.0,50.0,50.0,,,,0.7,,,,,,K7eV,0.001,0.001,0.001,,,,Imaging,,
GSC 6214-210 b,Confirmed,17.0,3.0,3.0,,,,,,,,,,320.0,0.0,0.0,,,,,,,2.206897,2010,2014-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Imaging,,,,,GSC 6214-210,245.4791667,-20.7186111,,,,,9.15,145.0,14.0,14.0,,,,0.6,,,,,,M1,0.011,0.002,0.002,,,,,,
